x,s,v,rho_over_rho0
3.841025694617246182e-03,1.365441914484788813e-02,-4.733184727160341332e+00,9.999772893132941043e-01
3.870516766459064679e-03,1.375925421679844753e-02,-4.733184248159257201e+00,9.999769392376542942e-01
3.900234268267132719e-03,1.386489414770163131e-02,-4.733183761774578890e+00,9.999765837658196599e-01
3.930179938551655455e-03,1.397134511589915272e-02,-4.733183267892493440e+00,9.999762228146141796e-01
3.960355529170990485e-03,1.407861334713945457e-02,-4.733182766397432850e+00,9.999758562995783029e-01
3.990762805434103222e-03,1.418670511494089098e-02,-4.733182257172047436e+00,9.999754841349517420e-01
4.021403546203852764e-03,1.429562674095783380e-02,-4.733181740097180068e+00,9.999751062336523777e-01
4.052279544001070530e-03,1.440538459534957023e-02,-4.733181215051836865e+00,9.999747225072556089e-01
4.083392605109393940e-03,1.451598509715185809e-02,-4.733180681913157883e+00,9.999743328659748132e-01
4.114744549680972655e-03,1.462743471465155660e-02,-4.733180140556389581e+00,9.999739372186374764e-01
4.146337211842912943e-03,1.473973996576386294e-02,-4.733179590854856400e+00,9.999735354726676517e-01
4.178172439804611095e-03,1.485290741841268497e-02,-4.733179032679929676e+00,9.999731275340628667e-01
4.210252095965844911e-03,1.496694369091364218e-02,-4.733178465900997445e+00,9.999727133073699203e-01
4.242578057025755099e-03,1.508185545236026548e-02,-4.733177890385436015e+00,9.999722926956658986e-01
4.275152214092609905e-03,1.519764942301289265e-02,-4.733177305998576223e+00,9.999718656005327500e-01
4.307976472794445774e-03,1.531433237469070202e-02,-4.733176712603673231e+00,9.999714319220376346e-01
4.341052753390564102e-03,1.543191113116669684e-02,-4.733176110061875441e+00,9.999709915587047249e-01
4.374382990883840701e-03,1.555039256856561442e-02,-4.733175498232190748e+00,9.999705444074968863e-01
4.407969135133952068e-03,1.566978361576500459e-02,-4.733174876971451894e+00,9.999700903637865901e-01
4.441813150971422181e-03,1.579009125479923642e-02,-4.733174246134288055e+00,9.999696293213352627e-01
4.475917018312592158e-03,1.591132252126672628e-02,-4.733173605573085752e+00,9.999691611722669737e-01
4.510282732275420862e-03,1.603348450474008369e-02,-4.733172955137955995e+00,9.999686858070416795e-01
4.544912303296216177e-03,1.615658434917955841e-02,-4.733172294676700531e+00,9.999682031144327965e-01
4.579807757247260531e-03,1.628062925334959263e-02,-4.733171624034773650e+00,9.999677129814974474e-01
4.614971135555291648e-03,1.640562647123841936e-02,-4.733170943055250213e+00,9.999672152935542568e-01
4.650404495320972949e-03,1.653158331248108862e-02,-4.733170251578783017e+00,9.999667099341522647e-01
4.686109909439192291e-03,1.665850714278546696e-02,-4.733169549443572599e+00,9.999661967850475008e-01
4.722089466720367709e-03,1.678640538436170296e-02,-4.733168836485321052e+00,9.999656757261723428e-01
4.758345272012610115e-03,1.691528551635476663e-02,-4.733168112537202710e+00,9.999651466356097584e-01
4.794879446324897335e-03,1.704515507528048951e-02,-4.733167377429817080e+00,9.999646093895623311e-01
4.831694126951118981e-03,1.717602165546469259e-02,-4.733166630991153312e+00,9.999640638623252809e-01
4.868791467595128333e-03,1.730789290948585302e-02,-4.733165873046550232e+00,9.999635099262572657e-01
4.906173638496750047e-03,1.744077654862107724e-02,-4.733165103418654596e+00,9.999629474517474081e-01
4.943842826558707271e-03,1.757468034329537701e-02,-4.733164321927378460e+00,9.999623763071903149e-01
4.981801235474596530e-03,1.770961212353453634e-02,-4.733163528389857433e+00,9.999617963589497727e-01
5.020051085857772481e-03,1.784557977942124313e-02,-4.733162722620412488e+00,9.999612074713319920e-01
5.058594615371288239e-03,1.798259126155486026e-02,-4.733161904430498446e+00,9.999606095065493028e-01
5.097434078858766385e-03,1.812065458151451355e-02,-4.733161073628664894e+00,9.999600023246926206e-01
5.136571748476348974e-03,1.825977781232592662e-02,-4.733160230020512671e+00,9.999593857836965860e-01
5.176009913825588629e-03,1.839996908893154828e-02,-4.733159373408643233e+00,9.999587597393043703e-01
5.215750882087402153e-03,1.854123660866443743e-02,-4.733158503592618693e+00,9.999581240450382547e-01
5.255796978157066708e-03,1.868358863172576295e-02,-4.733157620368909413e+00,9.999574785521608833e-01
5.296150544780183975e-03,1.882703348166572116e-02,-4.733156723530848708e+00,9.999568231096447324e-01
5.336813942689784020e-03,1.897157954586841180e-02,-4.733155812868585777e+00,9.999561575641328082e-01
5.377789550744390204e-03,1.911723527604011069e-02,-4.733154888169035068e+00,9.999554817599056733e-01
5.419079766067192577e-03,1.926400918870140380e-02,-4.733153949215825662e+00,9.999547955388435883e-01
5.460687004186327159e-03,1.941190986568318635e-02,-4.733152995789253303e+00,9.999540987403909842e-01
5.502613699176117125e-03,1.956094595462603072e-02,-4.733152027666225337e+00,9.999533912015159398e-01
5.544862303799517021e-03,1.971112616948376278e-02,-4.733151044620212744e+00,9.999526727566748763e-01
5.587435289651583072e-03,1.986245929103063607e-02,-4.733150046421194190e+00,9.999519432377740324e-01
5.630335147304065847e-03,2.001495416737239172e-02,-4.733149032835602732e+00,9.999512024741273875e-01
5.673564386451144387e-03,2.016861971446134993e-02,-4.733148003626270750e+00,9.999504502924195792e-01
5.717125536056187271e-03,2.032346491661506105e-02,-4.733146958552377548e+00,9.999496865166637161e-01
5.761021144499742751e-03,2.047949882703925181e-02,-4.733145897369387178e+00,9.999489109681611865e-01
5.805253779728594861e-03,2.063673056835449784e-02,-4.733144819828997818e+00,9.999481234654589157e-01
5.849826029406046853e-03,2.079516933312718086e-02,-4.733143725679079594e+00,9.999473238243069551e-01
5.894740501063224641e-03,2.095482438440400552e-02,-4.733142614663615966e+00,9.999465118576172928e-01
5.939999822251670891e-03,2.111570505625099542e-02,-4.733141486522645103e+00,9.999456873754175579e-01
5.985606640697047585e-03,2.127782075429639902e-02,-4.733140340992197714e+00,9.999448501848087201e-01
6.031563624454020812e-03,2.144118095627765147e-02,-4.733139177804237541e+00,9.999440000899174619e-01
6.077873462062390215e-03,2.160579521259275299e-02,-4.733137996686596516e+00,9.999431368918534346e-01
6.124538862704300909e-03,2.177167314685535260e-02,-4.733136797362909043e+00,9.999422603886605199e-01
6.171562556362785064e-03,2.193882445645448445e-02,-4.733135579552555150e+00,9.999413703752703109e-01
6.218947293981439729e-03,2.210725891311826619e-02,-4.733134342970584996e+00,9.999404666434542621e-01
6.266695847625413512e-03,2.227698636348215966e-02,-4.733133087327659361e+00,9.999395489817756166e-01
6.314811010643501740e-03,2.244801672966104805e-02,-4.733131812329978594e+00,9.999386171755376695e-01
6.363295597831605983e-03,2.262036000982611469e-02,-4.733130517679216887e+00,9.999376710067369167e-01
6.412152445597396611e-03,2.279402627878584706e-02,-4.733129203072447666e+00,9.999367102540078767e-01
6.461384412126228681e-03,2.296902568857146429e-02,-4.733127868202077870e+00,9.999357346925779044e-01
6.510994377548403114e-03,2.314536846902692097e-02,-4.733126512755771564e+00,9.999347440942051302e-01
6.560985244107581452e-03,2.332306492840303946e-02,-4.733125136416379775e+00,9.999337382271356045e-01
6.611359936330617020e-03,2.350212545395645100e-02,-4.733123738861866769e+00,9.999327168560406820e-01
6.662121401198622082e-03,2.368256051255288042e-02,-4.733122319765231900e+00,9.999316797419665059e-01
6.713272608319425377e-03,2.386438065127526043e-02,-4.733120878794435882e+00,9.999306266422772760e-01
6.764816550101210128e-03,2.404759649803589819e-02,-4.733119415612321745e+00,9.999295573105967394e-01
6.816756241927630910e-03,2.423221876219381829e-02,-4.733117929876533125e+00,9.999284714967539012e-01
6.869094722334207273e-03,2.441825823517648070e-02,-4.733116421239443206e+00,9.999273689467211845e-01
6.921835053186061772e-03,2.460572579110621022e-02,-4.733114889348061460e+00,9.999262494025580317e-01
6.974980319857103025e-03,2.479463238743156647e-02,-4.733113333843962600e+00,9.999251126023476210e-01
7.028533631410438694e-03,2.498498906556301247e-02,-4.733111754363191537e+00,9.999239582801379145e-01
7.082498120780314141e-03,2.517680695151387413e-02,-4.733110150536187888e+00,9.999227861658790406e-01
7.136876944955366890e-03,2.537009725654577885e-02,-4.733108521987696271e+00,9.999215959853581248e-01
7.191673285163370337e-03,2.556487127781935029e-02,-4.733106868336673934e+00,9.999203874601392261e-01
7.246890347057250749e-03,2.576114039904919134e-02,-4.733105189196208151e+00,9.999191603074951695e-01
7.302531360902687202e-03,2.595891609116440096e-02,-4.733103484173424746e+00,9.999179142403412657e-01
7.358599581767063733e-03,2.615820991297373999e-02,-4.733101752869391277e+00,9.999166489671693636e-01
7.415098289709882128e-03,2.635903351183584500e-02,-4.733099994879027328e+00,9.999153641919805713e-01
7.472030789974709944e-03,2.656139862433473317e-02,-4.733098209791013034e+00,9.999140596142148674e-01
7.529400413182454725e-03,2.676531707695983808e-02,-4.733096397187685156e+00,9.999127349286791588e-01
7.587210515526261051e-03,2.697080078679172516e-02,-4.733094556644947382e+00,9.999113898254797794e-01
7.645464478967829193e-03,2.717786176219261218e-02,-4.733092687732163739e+00,9.999100239899474385e-01
7.704165711435321910e-03,2.738651210350242018e-02,-4.733090790012064453e+00,9.999086371025643905e-01
7.763317647022644277e-03,2.759676400373949415e-02,-4.733088863040640248e+00,9.999072288388890506e-01
7.822923746190394920e-03,2.780862974930712814e-02,-4.733086906367037550e+00,9.999057988694811661e-01
7.882987495968302172e-03,2.802212172070513846e-02,-4.733084919533455448e+00,9.999043468598247664e-01
7.943512410159196332e-03,2.823725239324675895e-02,-4.733082902075038234e+00,9.999028724702492266e-01
8.004502029544639449e-03,2.845403433778119148e-02,-4.733080853519766151e+00,9.999013753558502193e-01
8.065959922091968035e-03,2.867248022142103794e-02,-4.733078773388344374e+00,9.998998551664098899e-01
8.127889683163086118e-03,2.889260280827568236e-02,-4.733076661194091983e+00,9.998983115463133675e-01
8.190294935724770978e-03,2.911441496018991881e-02,-4.733074516442826507e+00,9.998967441344672746e-01
8.253179330560677165e-03,2.933792963748835941e-02,-4.733072338632752896e+00,9.998951525642142402e-01
8.316546546484825456e-03,2.956315989972493549e-02,-4.733070127254340065e+00,9.998935364632484113e-01
8.380400290556871620e-03,2.979011890643848068e-02,-4.733067881790205433e+00,9.998918954535270798e-01
8.444744298298969415e-03,3.001881991791376450e-02,-4.733065601714992354e+00,9.998902291511824192e-01
8.509582333914272878e-03,3.024927629594817077e-02,-4.733063286495251099e+00,9.998885371664349986e-01
8.574918190507227131e-03,3.048150150462438160e-02,-4.733060935589306517e+00,9.998868191034960828e-01
8.640755690305364917e-03,3.071550911108832799e-02,-4.733058548447139913e+00,9.998850745604822565e-01
8.707098684882969702e-03,3.095131278633339936e-02,-4.733056124510254925e+00,9.998833031293168361e-01
8.773951055386374626e-03,3.118892630599031171e-02,-4.733053663211546080e+00,9.998815043956376103e-01
8.841316712761084634e-03,3.142836355112309937e-02,-4.733051163975173559e+00,9.998796779386959210e-01
8.909199597980449470e-03,3.166963850903049826e-02,-4.733048626216420196e+00,9.998778233312648478e-01
8.977603682276315972e-03,3.191276527405390029e-02,-4.733046049341558259e+00,9.998759401395312940e-01
9.046532967371297140e-03,3.215775804839100110e-02,-4.733043432747712664e+00,9.998740279230013961e-01
9.115991485712886949e-03,3.240463114291555063e-02,-4.733040775822714430e+00,9.998720862343943860e-01
9.185983300709426105e-03,3.265339897800349778e-02,-4.733038077944964783e+00,9.998701146195397849e-01
9.256512506967703655e-03,3.290407608436457521e-02,-4.733035338483285059e+00,9.998681126172689337e-01
9.327583230532576070e-03,3.315667710388082307e-02,-4.733032556796767487e+00,9.998660797593081906e-01
9.399199629128303715e-03,3.341121679045092746e-02,-4.733029732234630416e+00,9.998640155701732368e-01
9.471365892401864897e-03,3.366771001084113007e-02,-4.733026864136063772e+00,9.998619195670511717e-01
9.544086242167930043e-03,3.392617174554189707e-02,-4.733023951830075404e+00,9.998597912596932646e-01
9.617364932655931425e-03,3.418661708963157547e-02,-4.733020994635330325e+00,9.998576301502979380e-01
9.691206250758919657e-03,3.444906125364613492e-02,-4.733017991859997053e+00,9.998554357333955256e-01
9.765614516284323171e-03,3.471351956445530018e-02,-4.733014942801582414e+00,9.998532074957295901e-01
9.840594082206749471e-03,3.498000746614556705e-02,-4.733011846746769002e+00,9.998509449161372409e-01
9.916149334922521111e-03,3.524854052090906076e-02,-4.733008702971247317e+00,9.998486474654274536e-01
9.992284694506357520e-03,3.551913440993965249e-02,-4.733005510739546118e+00,9.998463146062580575e-01
1.006900461496992513e-02,3.579180493433526539e-02,-4.733002269304861898e+00,9.998439457930088370e-01
1.014631358452247265e-02,3.606656801600732765e-02,-4.732998977908883909e+00,9.998415404716560761e-01
1.022421612583328428e-02,3.634343969859614443e-02,-4.732995635781614752e+00,9.998390980796405536e-01
1.030271679629633785e-02,3.662243614839384709e-02,-4.732992242141195405e+00,9.998366180457392005e-01
1.038182018829689884e-02,3.690357365527367761e-02,-4.732988796193716041e+00,9.998340997899290983e-01
1.046153092948015097e-02,3.718686863362621192e-02,-4.732985297133036617e+00,9.998315427232545849e-01
1.054185368302202642e-02,3.747233762330282741e-02,-4.732981744140594138e+00,9.998289462476871448e-01
1.062279314790185412e-02,3.775999729056531834e-02,-4.732978136385212586e+00,9.998263097559877410e-01
1.070435405917735325e-02,3.804986442904329663e-02,-4.732974473022908413e+00,9.998236326315639300e-01
1.078654118826160094e-02,3.834195596069819162e-02,-4.732970753196695135e+00,9.998209142483258649e-01
1.086935934320224298e-02,3.863628893679476456e-02,-4.732966976036380835e+00,9.998181539705423004e-01
1.095281336896264911e-02,3.893288053887895839e-02,-4.732963140658366541e+00,9.998153511526891579e-01
1.103690814770542407e-02,3.923174807976372025e-02,-4.732959246165436618e+00,9.998125051392997564e-01
1.112164859907801250e-02,3.953290900452171436e-02,-4.732955291646553597e+00,9.998096152648138224e-01
1.120703968050047565e-02,3.983638089148519579e-02,-4.732951276176641464e+00,9.998066808534186167e-01
1.129308638745558924e-02,4.014218145325369053e-02,-4.732947198816371603e+00,9.998037012188951689e-01
1.137979375378096562e-02,4.045032853770821196e-02,-4.732943058611942533e+00,9.998006756644542969e-01
1.146716685196361857e-02,4.076084012903369996e-02,-4.732938854594856082e+00,9.997976034825776237e-01
1.155521079343665991e-02,4.107373434874837803e-02,-4.732934585781694459e+00,9.997944839548489337e-01
1.164393072887843529e-02,4.138902945674127754e-02,-4.732930251173885772e+00,9.997913163517893054e-01
1.173333184851368949e-02,4.170674385231627757e-02,-4.732925849757473991e+00,9.997880999326846929e-01
1.182341938241729742e-02,4.202689607524478371e-02,-4.732921380502880915e+00,9.997848339454163957e-01
1.191419860082021387e-02,4.234950480682549839e-02,-4.732916842364666365e+00,9.997815176262806469e-01
1.200567481441774942e-02,4.267458887095198355e-02,-4.732912234281281272e+00,9.997781501998158626e-01
1.209785337468037222e-02,4.300216723518838352e-02,-4.732907555174825198e+00,9.997747308786164577e-01
1.219073967416660527e-02,4.333225901185209367e-02,-4.732902803950786996e+00,9.997712588631538777e-01
1.228433914683861247e-02,4.366488345910511659e-02,-4.732897979497797003e+00,9.997677333415861956e-01
1.237865726838003472e-02,4.400005998205288454e-02,-4.732893080687360587e+00,9.997641534895722604e-01
1.247369955651642624e-02,4.433780813385145014e-02,-4.732888106373597914e+00,9.997605184700764092e-01
1.256947157133789759e-02,4.467814761682189356e-02,-4.732883055392976601e+00,9.997568274331743998e-01
1.266597891562448903e-02,4.502109828357363230e-02,-4.732877926564039051e+00,9.997530795158560135e-01
1.276322723517391532e-02,4.536668013813536376e-02,-4.732872718687126223e+00,9.997492738418215508e-01
1.286122221913182061e-02,4.571491333709423732e-02,-4.732867430544096088e+00,9.997454095212809921e-01
1.295996960032471182e-02,4.606581819074358902e-02,-4.732862060898043843e+00,9.997414856507431669e-01
1.305947515559517658e-02,4.641941516423809394e-02,-4.732856608493007933e+00,9.997375013128056986e-01
1.315974470613993919e-02,4.677572487875811258e-02,-4.732851072053676056e+00,9.997334555759429531e-01
1.326078411785035389e-02,4.713476811268182270e-02,-4.732845450285094735e+00,9.997293474942869906e-01
1.336259930165567718e-02,4.749656580276637174e-02,-4.732839741872359340e+00,9.997251761074076315e-01
1.346519621386870098e-02,4.786113904533647462e-02,-4.732833945480309445e+00,9.997209404400886346e-01
1.356858085653431419e-02,4.822850909748253867e-02,-4.732828059753215300e+00,9.997166395020999907e-01
1.367275927778059674e-02,4.859869737826682384e-02,-4.732822083314467854e+00,9.997122722879687728e-01
1.377773757217262522e-02,4.897172546993820014e-02,-4.732816014766248358e+00,9.997078377767407709e-01
1.388352188106910592e-02,4.934761511915611992e-02,-4.732809852689208618e+00,9.997033349317477890e-01
1.399011839298151295e-02,4.972638823822227855e-02,-4.732803595642133487e+00,9.996987627003615096e-01
1.409753334393620654e-02,5.010806690632200328e-02,-4.732797242161610463e+00,9.996941200137505756e-01
1.420577301783922976e-02,5.049267337077399664e-02,-4.732790790761685074e+00,9.996894057866314576e-01
1.431484374684390860e-02,5.088023004828895468e-02,-4.732784239933514492e+00,9.996846189170146557e-01
1.442475191172139237e-02,5.127075952623757343e-02,-4.732777588145013148e+00,9.996797582859476838e-01
1.453550394223376147e-02,5.166428456392651442e-02,-4.732770833840498348e+00,9.996748227572564982e-01
1.464710631751030452e-02,5.206082809388444532e-02,-4.732763975440324344e+00,9.996698111772782669e-01
1.475956556642648090e-02,5.246041322315646988e-02,-4.732757011340515518e+00,9.996647223745938060e-01
1.487288826798600395e-02,5.286306323460839007e-02,-4.732749939912390680e+00,9.996595551597545759e-01
1.498708105170553154e-02,5.326880158823900369e-02,-4.732742759502182928e+00,9.996543083250052364e-01
1.510215059800262133e-02,5.367765192250277539e-02,-4.732735468430655068e+00,9.996489806440040926e-01
1.521810363858651198e-02,5.408963805564110522e-02,-4.732728064992706152e+00,9.996435708715341040e-01
1.533494695685190881e-02,5.450478398702312405e-02,-4.732720547456970905e+00,9.996380777432173348e-01
1.545268738827594926e-02,5.492311389849622444e-02,-4.732712914065423604e+00,9.996324999752148610e-01
1.557133182081789011e-02,5.534465215574504993e-02,-4.732705163032957962e+00,9.996268362639343374e-01
1.569088719532218956e-02,5.576942330966097594e-02,-4.732697292546978574e+00,9.996210852857214668e-01
1.581136050592449327e-02,5.619745209772048639e-02,-4.732689300766971918e+00,9.996152456965539113e-01
1.593275880046093190e-02,5.662876344537386836e-02,-4.732681185824080927e+00,9.996093161317279874e-01
1.605508918088022902e-02,5.706338246744228904e-02,-4.732672945820667998e+00,9.996032952055416976e-01
1.617835880365930609e-02,5.750133446952574584e-02,-4.732664578829868240e+00,9.995971815109709890e-01
1.630257488022190948e-02,5.794264494942021754e-02,-4.732656082895147165e+00,9.995909736193432371e-01
1.642774467736045699e-02,5.838733959854448125e-02,-4.732647456029836164e+00,9.995846700800048446e-01
1.655387551766128798e-02,5.883544430337746961e-02,-4.732638696216676877e+00,9.995782694199824014e-01
1.668097477993284172e-02,5.928698514690424609e-02,-4.732629801407344239e+00,9.995717701436421798e-01
1.680904989963746127e-02,5.974198841007310329e-02,-4.732620769521970416e+00,9.995651707323399693e-01
1.693810836932631639e-02,6.020048057326196633e-02,-4.732611598448661638e+00,9.995584696440690253e-01
1.706815773907783412e-02,6.066248831775541972e-02,-4.732602286043003481e+00,9.995516653131011342e-01
1.719920561693923794e-02,6.112803852723083797e-02,-4.732592830127560823e+00,9.995447561496219047e-01
1.733125966937170206e-02,6.159715828925554915e-02,-4.732583228491369809e+00,9.995377405393629511e-01
1.746432762169886077e-02,6.206987489679378911e-02,-4.732573478889425367e+00,9.995306168432233074e-01
1.759841725855869690e-02,6.254621584972377968e-02,-4.732563579042150970e+00,9.995233833968911741e-01
1.773353642435908026e-02,6.302620885636564529e-02,-4.732553526634871943e+00,9.995160385104555623e-01
1.786969302373649440e-02,6.350988183501855844e-02,-4.732543319317277231e+00,9.995085804680138297e-01
1.800689502201858333e-02,6.399726291550927870e-02,-4.732532954702866057e+00,9.995010075272734440e-01
1.814515044569006696e-02,6.448838044075044795e-02,-4.732522430368392818e+00,9.994933179191446415e-01
1.828446738286245571e-02,6.498326296831016813e-02,-4.732511743853308417e+00,9.994855098473326427e-01
1.842485398374698463e-02,6.548193927199065512e-02,-4.732500892659175840e+00,9.994775814879180986e-01
1.856631846113156528e-02,6.598443834341874425e-02,-4.732489874249095507e+00,9.994695309889326529e-01
1.870886909086119654e-02,6.649078939364645724e-02,-4.732478686047111083e+00,9.994613564699323938e-01
1.885251421232208777e-02,6.700102185476197736e-02,-4.732467325437610839e+00,9.994530560215554305e-01
1.899726222892966082e-02,6.751516538151218494e-02,-4.732455789764714815e+00,9.994446277050843541e-01
1.914312160861994516e-02,6.803324985293436600e-02,-4.732444076331659311e+00,9.994360695519904914e-01
1.929010088434510162e-02,6.855530537400014723e-02,-4.732432182400162723e+00,9.994273795634809332e-01
1.943820865457254396e-02,6.908136227726938139e-02,-4.732420105189794945e+00,9.994185557100322415e-01
1.958745358378811280e-02,6.961145112455567607e-02,-4.732407841877324550e+00,9.994095959309206023e-01
1.973784440300272239e-02,7.014560270860140112e-02,-4.732395389596060653e+00,9.994004981337415439e-01
1.988938991026329914e-02,7.068384805476503330e-02,-4.732382745435185889e+00,9.993912601939256568e-01
2.004209897116741856e-02,7.122621842271871506e-02,-4.732369906439081397e+00,9.993818799542462106e-01
2.019598051938194250e-02,7.177274530815690168e-02,-4.732356869606632266e+00,9.993723552243175545e-01
2.035104355716578148e-02,7.232346044451651301e-02,-4.732343631890531199e+00,9.993626837800859697e-01
2.050729715589632782e-02,7.287839580470711898e-02,-4.732330190196570641e+00,9.993528633633166347e-01
2.066475045660027057e-02,7.343758360285314313e-02,-4.732316541382919795e+00,9.993428916810659368e-01
2.082341267048829977e-02,7.400105629604682156e-02,-4.732302682259390991e+00,9.993327664051528947e-01
2.098329307949412317e-02,7.456884658611291627e-02,-4.732288609586700723e+00,9.993224851716193680e-01
2.114440103681723693e-02,7.514098742138317077e-02,-4.732274320075712915e+00,9.993120455801772772e-01
2.130674596747025168e-02,7.571751199848365810e-02,-4.732259810386671539e+00,9.993014451936587106e-01
2.147033736883023278e-02,7.629845376413242619e-02,-4.732245077128428790e+00,9.992906815374463791e-01
2.163518481119426282e-02,7.688384641694862021e-02,-4.732230116857646607e+00,9.992797520989031845e-01
2.180129793833949017e-02,7.747372390927348418e-02,-4.732214926078002648e+00,9.992686543267859101e-01
2.196868646808704251e-02,7.806812044900145187e-02,-4.732199501239373163e+00,9.992573856306590230e-01
2.213736019287070034e-02,7.866707050142385249e-02,-4.732183838737006099e+00,9.992459433802907132e-01
2.230732898030968539e-02,7.927060879108334401e-02,-4.732167934910684437e+00,9.992343249050469334e-01
2.247860277378610147e-02,7.987877030364046171e-02,-4.732151786043869102e+00,9.992225274932684531e-01
2.265119159302636867e-02,8.049159028775033919e-02,-4.732135388362843642e+00,9.992105483916483566e-01
2.282510553468756684e-02,8.110910425695218307e-02,-4.732118738035823391e+00,9.991983848045905559e-01
2.300035477294806383e-02,8.173134799156961394e-02,-4.732101831172073503e+00,9.991860338935648622e-01
2.317694956010264706e-02,8.235835754062244274e-02,-4.732084663821003900e+00,9.991734927764499563e-01
2.335490022716252972e-02,8.299016922375086758e-02,-4.732067231971240240e+00,9.991607585268643676e-01
2.353421718445939878e-02,8.362681963314944067e-02,-4.732049531549701982e+00,9.991478281734923472e-01
2.371491092225463601e-02,8.426834563551433011e-02,-4.732031558420651152e+00,9.991346986993951962e-01
2.389699201135293480e-02,8.491478437400114265e-02,-4.732013308384725114e+00,9.991213670413130465e-01
2.408047110372086436e-02,8.556617327019527819e-02,-4.731994777177970235e+00,9.991078300889585373e-01
2.426535893310976036e-02,8.622255002609226227e-02,-4.731975960470841791e+00,9.990940846842951695e-01
2.445166631568384749e-02,8.688395262609124869e-02,-4.731956853867199442e+00,9.990801276208087778e-01
2.463940415065294168e-02,8.755041933899940232e-02,-4.731937452903287600e+00,9.990659556427675669e-01
2.482858342091003034e-02,8.822198872004780035e-02,-4.731917753046695374e+00,9.990515654444683813e-01
2.501921519367397706e-02,8.889869961291974043e-02,-4.731897749695304967e+00,9.990369536694722052e-01
2.521131062113666013e-02,8.958059115178912402e-02,-4.731877438176218753e+00,9.990221169098325582e-01
2.540488094111561374e-02,9.026770276337191257e-02,-4.731856813744677481e+00,9.990070517053045718e-01
2.559993747771132852e-02,9.096007416898838072e-02,-4.731835871582952713e+00,9.989917545425487377e-01
2.579649164196994027e-02,9.165774538663779003e-02,-4.731814606799234824e+00,9.989762218543188910e-01
2.599455493255048780e-02,9.236075673308306866e-02,-4.731793014426487254e+00,9.989604500186398672e-01
2.619413893639778099e-02,9.306914882594863325e-02,-4.731771089421300758e+00,9.989444353579708391e-01
2.639525532942023703e-02,9.378296258582911882e-02,-4.731748826662716567e+00,9.989281741383576607e-01
2.659791587717284453e-02,9.450223923840940510e-02,-4.731726220951043338e+00,9.989116625685725559e-01
2.680213243554570302e-02,9.522702031659717459e-02,-4.731703267006637681e+00,9.988948967992380412e-01
2.700791695145727742e-02,9.595734766266521276e-02,-4.731679959468696239e+00,9.988778729219411900e-01
2.721528146355351244e-02,9.669326343040691996e-02,-4.731656292893992699e+00,9.988605869683337968e-01
2.742423810291201233e-02,9.743481008730206505e-02,-4.731632261755626345e+00,9.988430349092154437e-01
2.763479909375193486e-02,9.818203041669537612e-02,-4.731607860441736868e+00,9.988252126536075748e-01
2.784697675414881529e-02,9.893496751998435979e-02,-4.731583083254196964e+00,9.988071160478104726e-01
2.806078349675536140e-02,9.969366481882041553e-02,-4.731557924407297833e+00,9.987887408744481332e-01
2.827623182952760522e-02,1.004581660573204416e-01,-4.731532378026399144e+00,9.987700828514962659e-01
2.849333435645655388e-02,1.012285153042895430e-01,-4.731506438146572791e+00,9.987511376312969702e-01
2.871210377830574895e-02,1.020047569554559663e-01,-4.731480098711215554e+00,9.987319007995600906e-01
2.893255289335397787e-02,1.027869357357154567e-01,-4.731453353570644005e+00,9.987123678743469180e-01
2.915469459814417838e-02,1.035750967013883000e-01,-4.731426196480672530e+00,9.986925343050390147e-01
2.937854188823780036e-02,1.043692852424866202e-01,-4.731398621101161162e+00,9.986723954712938278e-01
2.960410785897529817e-02,1.051695470849937364e-01,-4.731370620994547416e+00,9.986519466819819835e-01
2.983140570624187235e-02,1.059759282931524299e-01,-4.731342189624355932e+00,9.986311831741103706e-01
3.006044872723968170e-02,1.067884752717661451e-01,-4.731313320353678797e+00,9.986101001117273501e-01
3.029125032126567252e-02,1.076072347685098768e-01,-4.731284006443644330e+00,9.985886925848121987e-01
3.052382399049541339e-02,1.084322538762520632e-01,-4.731254241051851217e+00,9.985669556081500087e-01
3.075818334077321664e-02,1.092635800353878306e-01,-4.731224017230783119e+00,9.985448841201864933e-01
3.099434208240774147e-02,1.101012610361809113e-01,-4.731193327926203729e+00,9.985224729818654721e-01
3.123231403097431053e-02,1.109453450211181913e-01,-4.731162165975517198e+00,9.984997169754539215e-01
3.147211310812298574e-02,1.117958804872731110e-01,-4.731130524106116120e+00,9.984766108033434895e-01
3.171375334239330546e-02,1.126529162886810292e-01,-4.731098394933693996e+00,9.984531490868360226e-01
3.195724887003453807e-02,1.135165016387222475e-01,-4.731065770960536376e+00,9.984293263649131056e-01
3.220261393583295773e-02,1.143866861125174966e-01,-4.731032644573784474e+00,9.984051370929839520e-01
3.244986289394511531e-02,1.152635196493323605e-01,-4.730999008043680121e+00,9.983805756416171961e-01
3.269901020873747927e-02,1.161470525549911925e-01,-4.730964853521769875e+00,9.983556362952514807e-01
3.295007045563293213e-02,1.170373355043024671e-01,-4.730930173039093134e+00,9.983303132508883904e-01
3.320305832196299850e-02,1.179344195434908482e-01,-4.730894958504339165e+00,9.983046006167651809e-01
3.345798860782738665e-02,1.188383560926415117e-01,-4.730859201701976602e+00,9.982784924110080782e-01
3.371487622695964331e-02,1.197491969481520591e-01,-4.730822894290351854e+00,9.982519825602639285e-01
