Xi,fb_core,eta,f_r,f_rho,eps,converged,nodes,method,valid
1.0,0.0,2.0,0.26405379847297644,9.505507879131597,-0.6379888503275755,1,0,direct,1
1.0,0.0,5.0,0.26405379847297644,9.505507879131597,-0.6379888503275755,1,0,direct,1
1.0,0.05,0.1,0.2578294478163976,10.499102929204163,-0.6795652085754484,1,0,direct,1
1.0,0.05,0.3,0.2614118596174759,10.201973925827794,-0.6810041595117869,1,0,direct,1
1.0,0.05,0.5,0.26243437955470333,10.073120405213695,-0.6852584155766821,1,0,direct,1
1.0,0.05,1.0,0.2630807482123258,9.994992588807325,-0.7105107453846943,1,0,direct,1
1.0,0.05,1.5,0.2632023375516924,10.013032847528539,-0.7560843561049447,1,0,direct,1
1.0,0.05,2.0,0.26322910129984817,10.045996239351524,-0.8216041882251817,1,0,direct,1
1.0,0.05,5.0,0.263211904981364,10.15588057332346,-1.62557011599965,1,0,direct,1
1.0,0.1,0.1,0.2520490762621898,11.55675533466584,-0.7239317699202062,1,0,direct,1
1.0,0.1,0.3,0.25889573180509345,10.913985816347632,-0.7257696614659054,1,0,direct,1
1.0,0.1,0.5,0.26087933214796727,10.641753117974238,-0.7338850391082585,1,0,direct,1
1.0,0.1,1.0,0.2621432465587684,10.470761763886397,-0.7843061891431531,1,0,direct,1
1.0,0.1,1.5,0.2623896215006178,10.494028704027853,-0.8757393482286402,1,0,direct,1
1.0,0.1,2.0,0.26244973508902264,10.546644541582259,-1.0071360233783309,1,0,direct,1
1.0,0.1,5.0,0.2624421864598089,10.716011479931806,-2.616391869666508,1,0,direct,1
1.0,0.15,0.1,0.24665099046143424,12.677761762268505,-0.7709737077489464,1,0,direct,1
1.0,0.15,0.3,0.25649141549690996,11.64014941738572,-0.7721812262377894,1,0,direct,1
1.0,0.15,0.5,0.25938132545464,11.210825538388727,-0.7837696026874605,1,0,direct,1
1.0,0.15,1.0,0.26124406343251877,10.934099277858794,-0.8592360210340863,1,0,direct,1
1.0,0.15,1.5,0.2616131538805208,10.952793326586274,-0.9967204486938064,1,0,direct,1
1.0,0.15,2.0,0.2617099114949933,11.016016019620231,-1.1942257271982337,1,0,direct,1
1.0,0.15,5.0,0.2617269027851237,11.218488308766494,-3.609485993206485,1,0,direct,1
1.0,0.2,0.1,0.24161048114118047,13.861317298268194,-0.8205839866058355,1,0,direct,1
1.0,0.2,0.3,0.25418600437454025,12.379215324002041,-0.8201440787550156,1,0,direct,1
1.0,0.2,0.5,0.25793180725283954,11.779860155376662,-0.8348241085704587,1,0,direct,1
1.0,0.2,1.0,0.26037762676494375,11.386125921290393,-0.9351848640307927,1,0,direct,1
1.0,0.2,1.5,0.2608722858718311,11.392556487381047,-1.1188486719708588,1,0,direct,1
1.0,0.2,2.0,0.2610090091859656,11.459938808595139,-1.3826180986763954,1,0,direct,1
1.0,0.2,5.0,0.2610595794763085,11.679636794911065,-4.604311975402758,1,0,direct,1
1.0,0.3,0.1,0.23244423873378023,16.41230521100289,-0.9271203935267135,1,0,direct,1
1.0,0.3,0.3,0.24986886182551216,13.891588521049753,-0.9203861900941969,1,0,direct,1
1.0,0.3,0.5,0.25519174922339044,12.916351033055774,-0.9401376506855899,1,0,direct,1
1.0,0.3,1.0,0.2587250392918541,12.259946373547418,-1.089766704112929,1,0,direct,1
1.0,0.3,1.5,0.259469285148291,12.224587894398182,-1.3660098876913667,1,0,direct,1
1.0,0.3,2.0,0.25969053488863825,12.287158127883805,-1.7625946475963046,1,0,direct,1
1.0,0.3,5.0,0.25982372267361276,12.513337607338647,-6.597886687737959,1,0,direct,1
1.0,0.4,0.1,0.22431617386632408,19.201870715593312,-1.0428355958358302,1,0,direct,1
1.0,0.4,0.3,0.2458870833286121,15.443350174828293,-1.0258929907927345,1,0,direct,1
1.0,0.4,0.5,0.2526256924516099,14.048970649118427,-1.0492915578073376,1,0,direct,1
1.0,0.4,1.0,0.25717522106123947,13.098477647036102,-1.2474354524084286,1,0,direct,1
1.0,0.4,1.5,0.2581563259217401,13.004791565993434,-1.6163843857673657,1,0,direct,1
1.0,0.4,2.0,0.25846469111146875,13.05111520203678,-2.145995924404117,1,0,direct,1
1.0,0.4,5.0,0.25869089451298893,13.262391159668633,-8.59540197972674,1,0,direct,1
1.0,0.5,0.1,0.21705787474017949,22.221662857522205,-1.1671290857018704,1,0,direct,1
1.0,0.5,0.3,0.2421979379833972,17.028219092291458,-1.1361603559691873,1,0,direct,1
1.0,0.5,0.5,0.25021157798298244,15.176247536544814,-1.1618527777878394,1,0,direct,1
1.0,0.5,1.0,0.255714786430549,13.906551290996168,-1.4077311454688426,1,0,direct,1
1.0,0.5,1.5,0.256929770133473,13.743067801101464,-1.869394258653341,1,0,direct,1
1.0,0.5,2.0,0.257321667735401,13.76593222257655,-2.5321299045730794,1,0,direct,1
1.0,0.5,5.0,0.2576419325827105,13.950362736975478,-10.595893794795014,1,0,direct,1
1.0,0.8,0.1,0.19923031372209088,32.57839051188814,-1.5866817792002097,1,0,direct,1
1.0,0.8,0.3,0.23256493603687037,21.93415403515857,-1.4915792297640955,1,0,direct,1
1.0,0.8,0.5,0.243767832960972,18.518142277260225,-1.5167039032494745,1,0,direct,1
1.0,0.8,1.0,0.25176192570766776,16.182576874685275,-1.9011915207022452,1,0,direct,1
1.0,0.8,1.5,0.25361964212209137,15.768500124642806,-2.640527353952281,1,0,direct,1
1.0,0.8,2.0,0.2542575318263913,15.697719176670923,-3.7027287049413204,1,0,direct,1
1.0,0.8,5.0,0.2548668675180341,15.76767751452772,-16.609981421424166,1,0,direct,1
