Xi,fb_core,eta,f_r,f_rho,eps,converged,nodes,method,valid
0.1,0.1,0.1,0.7911467901791227,1.3563002672840392,-0.5482982571094948,1,0,direct,1
0.1,0.1,0.3,0.8191250620896311,1.3267863192657177,-0.5685100273090105,1,0,direct,1
0.1,0.1,0.5,0.8316490420398179,1.3166421704182958,-0.5842604992557876,1,0,direct,1
0.1,0.1,1.0,0.8406289814484957,1.3306697676497163,-0.630640119020051,1,0,direct,1
0.1,0.1,1.5,0.8406179180429898,1.3632650134366353,-0.7076746148504461,1,0,direct,1
0.1,0.1,2.0,0.8389788239286553,1.3959522482713218,-0.8247639637483227,1,0,direct,1
0.1,0.1,5.0,0.8328436781276745,1.4912588433109009,-2.3946500370296175,1,0,direct,1
0.1,0.15,0.1,0.7489832737689104,1.4714318091839782,-0.534175643730603,1,0,direct,1
0.1,0.15,0.3,0.7903133601799569,1.4198768983913463,-0.5641380430733759,1,0,direct,1
0.1,0.15,0.5,0.8086883001459046,1.4017603737570365,-0.5878805032044828,1,0,direct,1
0.1,0.15,1.0,0.822047682219855,1.4206387207371345,-0.6591560449896625,1,0,direct,1
0.1,0.15,1.5,0.8224301519177131,1.467917693608723,-0.7777937411152523,1,0,direct,1
0.1,0.15,2.0,0.820501117103228,1.514199583912592,-0.9570590571328261,1,0,direct,1
0.1,0.15,5.0,0.8133011420381351,1.6402128791094952,-3.325652590983687,1,0,direct,1
0.1,0.2,0.1,0.7092842953578182,1.6017908811232842,-0.5224640298663182,1,0,direct,1
0.1,0.2,0.3,0.7631557355124375,1.5217075419803046,-0.5618426238236177,1,0,direct,1
0.1,0.2,0.5,0.7870341404600768,1.4931476989911197,-0.5936000548017898,1,0,direct,1
